S,Schedule ID,Trip Number,Route Number,Direction,Start Terminal / Start Point,End Terminal / End Point,Start Time,Travel Time,Trip Distance,Crew ID,Event Type,Operator,AC / Non-AC,BRT / Non-BRT,Service Type,Fuel Type,Bus Type,Depot ID
5890,KP19,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,619,66,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5891,KP19,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,716,60,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5892,KP19,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,847,62,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5893,KP19,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1004,64,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5894,KP19,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1089,74,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5895,KP19,9, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1174,67,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5896,KP19,10, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1254,65,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5897,KP19,11, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1319,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5898,KP2,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,KAMREJ TERMINAL,297,72,24.186,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5899,KP2,1, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,369,60,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5900,KP2,2, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,441,68,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5901,KP2,3, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,510,73,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5902,KP2,4, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,587,68,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5903,KP2,5, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,659,63,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5904,KP2,6, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,817,61,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5905,KP2,7, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,946,63,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5906,KP2,8, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1070,73,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5907,KP2,9, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1145,69,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5908,KP2,10, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1249,65,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5909,KP2,11, 17A,End Shuttle,KAMREJ TERMINAL,OLECTRA PALANPUR DEPOT,1314,9,3.053,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5910,KP20,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,PAL R.T.O.,407,9,3.053,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5911,KP20,1, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,416,64,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5912,KP20,2, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,484,74,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5913,KP20,3, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,561,69,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5914,KP20,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,634,65,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5915,KP20,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,745,60,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5916,KP20,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,874,62,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5917,KP20,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1026,65,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5918,KP20,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1104,72,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5919,KP20,9, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1195,65,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5920,KP20,10, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1274,65,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5921,KP20,11, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1339,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5922,KP21,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,PAL R.T.O.,417,9,3.053,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5923,KP21,1, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,426,66,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5924,KP21,2, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,494,74,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5925,KP21,3, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,571,69,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5926,KP21,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,644,64,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5927,KP21,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,763,60,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5928,KP21,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,892,62,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5929,KP21,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1046,69,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5930,KP21,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1119,71,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5931,KP21,9, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1211,65,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5932,KP21,10, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1286,65,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5933,KP21,11, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1351,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5934,KP22,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,PAL R.T.O.,437,9,3.053,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5935,KP22,1, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,446,69,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5936,KP22,2, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,516,72,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5937,KP22,3, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,592,68,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5938,KP22,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,664,63,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5939,KP22,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,780,61,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5940,KP22,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,909,63,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5941,KP22,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1062,71,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5942,KP22,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1134,70,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5943,KP22,9, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1228,65,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5944,KP22,10, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1299,65,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5945,KP22,11, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1364,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5946,KP23,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,PAL R.T.O.,457,9,3.053,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5947,KP23,1, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,466,72,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5948,KP23,2, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,539,71,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5949,KP23,3, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,626,65,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5950,KP23,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,703,61,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5951,KP23,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,871,62,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5952,KP23,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,998,64,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5953,KP23,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1098,73,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5954,KP23,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1174,67,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5955,KP23,9, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1241,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5956,KP24,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,PAL R.T.O.,465,9,3.053,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5957,KP24,1, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,474,74,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5958,KP24,2, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,549,70,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5959,KP24,3, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,636,65,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5960,KP24,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,721,60,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5961,KP24,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,880,62,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5962,KP24,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1005,64,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5963,KP24,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1103,73,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5964,KP24,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1179,66,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5965,KP24,9, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1245,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5966,KP25,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,PAL R.T.O.,491,9,3.053,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5967,KP25,1, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,500,73,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5968,KP25,2, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,574,69,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5969,KP25,3, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,661,63,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5970,KP25,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,767,60,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5971,KP25,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,925,63,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5972,KP25,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1041,68,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5973,KP25,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1128,70,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5974,KP25,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1205,65,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5975,KP25,9, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1270,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5976,KP26,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,PAL R.T.O.,501,9,3.053,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5977,KP26,1, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,510,73,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5978,KP26,2, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,584,68,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5979,KP26,3, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,671,63,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5980,KP26,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,784,61,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5981,KP26,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,943,63,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5982,KP26,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1054,70,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5983,KP26,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1138,70,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5984,KP26,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1214,65,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5985,KP26,9, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1279,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5986,KP27,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,PAL R.T.O.,517,9,3.053,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5987,KP27,1, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,526,72,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5988,KP27,2, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,600,67,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5989,KP27,3, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,686,62,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5990,KP27,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,811,61,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5991,KP27,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,970,64,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5992,KP27,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1069,73,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5993,KP27,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1153,68,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5994,KP27,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1229,65,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5995,KP27,9, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1294,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5996,KP28,0, 17A,Start Shuttle,OLECTRA PALANPUR DEPOT,PAL R.T.O.,527,9,3.053,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5997,KP28,1, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,536,71,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5998,KP28,2, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,610,66,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
5999,KP28,3, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,700,61,23,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
6000,KP28,4, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,829,61,23.5,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
6001,KP28,5, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,988,64,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
6002,KP28,6, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1079,74,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
6003,KP28,7, 17A,17ADN,PAL R.T.O.,KAMREJ TERMINAL,1163,68,23,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
6004,KP28,8, 17A,17AUP,KAMREJ TERMINAL,PAL R.T.O.,1240,65,23.5,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
6005,KP28,9, 17A,End Shuttle,PAL R.T.O.,OLECTRA PALANPUR DEPOT,1305,72,24.186,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
