S,Schedule ID,Trip Number,Route Number,Direction,Start Terminal / Start Point,End Terminal / End Point,Start Time,Travel Time,Trip Distance,Crew ID,Event Type,Operator,AC / Non-AC,BRT / Non-BRT,Service Type,Fuel Type,Bus Type,Depot ID
972,KJ27,5,13,13UP,JAHANGIRPURA COMMUNITY HALL,AMEZIA AMUZEMENT PARK,805,40,14,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
973,KJ27,6,13,13DN,AMEZIA AMUZEMENT PARK,JAHANGIRPURA COMMUNITY HALL,955,28,14,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
974,KJ27,7,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1020,71,25,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
975,KJ27,8,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1099,70,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
976,KJ27,9,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1197,68,25,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
977,KJ27,10,13,13DN,KADODARA,AMEZIA AMUZEMENT PARK,1267,40,11,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
978,KJ27,11,13,End Shuttle,AMEZIA AMUZEMENT PARK,GREENCELL MAGOB DEPOT,1307,30,10.101,2,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
979,KJ28,0,13,Start Shuttle,GREENCELL MAGOB DEPOT,AMEZIA AMUZEMENT PARK,489,6,2.189,1,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
980,KJ28,1,13,13DN,AMEZIA AMUZEMENT PARK,JAHANGIRPURA COMMUNITY HALL,495,40,14,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
981,KJ28,2,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,548,70,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
982,KJ28,3,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,638,68,26,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
983,KJ28,4,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,709,68,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
984,KJ28,5,13,13DN,KADODARA,AMEZIA AMUZEMENT PARK,783,28,11,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
985,KJ28,6,13,13UP,AMEZIA AMUZEMENT PARK,KADODARA,926,40,12,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
986,KJ28,7,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,996,71,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
987,KJ28,8,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1122,70,25,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
988,KJ28,9,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1200,68,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
989,KJ28,10,13,13UP,JAHANGIRPURA COMMUNITY HALL,AMEZIA AMUZEMENT PARK,1278,28,14,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
990,KJ28,11,13,End Shuttle,AMEZIA AMUZEMENT PARK,GREENCELL MAGOB DEPOT,1306,37,12.654,2,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
991,KJ29,0,13,Start Shuttle,GREENCELL MAGOB DEPOT,AMEZIA AMUZEMENT PARK,498,6,2.189,1,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
992,KJ29,1,13,13DN,AMEZIA AMUZEMENT PARK,JAHANGIRPURA COMMUNITY HALL,504,40,14,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
993,KJ29,2,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,560,70,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
994,KJ29,3,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,650,68,26,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
995,KJ29,4,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,721,68,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
996,KJ29,5,13,13DN,KADODARA,AMEZIA AMUZEMENT PARK,798,28,11,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
997,KJ29,6,13,13UP,AMEZIA AMUZEMENT PARK,KADODARA,936,40,12,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
998,KJ29,7,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1020,71,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
999,KJ29,8,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1140,69,25,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1000,KJ29,9,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1229,68,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1001,KJ29,10,13,13UP,JAHANGIRPURA COMMUNITY HALL,AMEZIA AMUZEMENT PARK,1302,28,14,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1002,KJ29,11,13,End Shuttle,AMEZIA AMUZEMENT PARK,GREENCELL MAGOB DEPOT,1330,37,12.654,2,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1003,KJ3,0,13,Start Shuttle,OLECTRA PALANPUR DEPOT,JAHANGIRPURA COMMUNITY HALL,369,11,3.673,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1004,KJ3,1,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,380,66,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1005,KJ3,2,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,452,70,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1006,KJ3,3,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,542,70,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1007,KJ3,4,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,632,69,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1008,KJ3,5,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,799,69,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1009,KJ3,6,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,888,70,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1010,KJ3,7,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,984,71,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1011,KJ3,8,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1110,70,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1012,KJ3,9,13,End Shuttle,JAHANGIRPURA COMMUNITY HALL,OLECTRA PALANPUR DEPOT,1180,69,23.271,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1013,KJ30,0,13,Start Shuttle,GREENCELL MAGOB DEPOT,AMEZIA AMUZEMENT PARK,506,6,2.189,1,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1014,KJ30,1,13,13DN,AMEZIA AMUZEMENT PARK,JAHANGIRPURA COMMUNITY HALL,512,40,14,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1015,KJ30,2,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,572,70,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1016,KJ30,3,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,662,68,26,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1017,KJ30,4,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,734,68,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1018,KJ30,5,13,13DN,KADODARA,AMEZIA AMUZEMENT PARK,807,28,11,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1019,KJ30,6,13,13UP,AMEZIA AMUZEMENT PARK,KADODARA,953,40,12,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1020,KJ30,7,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1032,71,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1021,KJ30,8,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1152,69,25,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1022,KJ30,9,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1240,68,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1023,KJ30,10,13,13UP,JAHANGIRPURA COMMUNITY HALL,AMEZIA AMUZEMENT PARK,1314,28,14,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1024,KJ30,11,13,End Shuttle,AMEZIA AMUZEMENT PARK,GREENCELL MAGOB DEPOT,1342,37,12.654,2,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1025,KJ31,0,13,Start Shuttle,GREENCELL MAGOB DEPOT,AMEZIA AMUZEMENT PARK,515,6,2.189,1,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1026,KJ31,1,13,13DN,AMEZIA AMUZEMENT PARK,JAHANGIRPURA COMMUNITY HALL,521,40,14,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1027,KJ31,2,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,584,70,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1028,KJ31,3,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,674,68,26,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1029,KJ31,4,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,747,68,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1030,KJ31,5,13,13DN,KADODARA,AMEZIA AMUZEMENT PARK,822,28,11,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1031,KJ31,6,13,13UP,AMEZIA AMUZEMENT PARK,KADODARA,970,28,12,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1032,KJ31,7,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1043,71,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1033,KJ31,8,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1120,70,25,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1034,KJ31,9,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1216,68,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1035,KJ31,10,13,13UP,JAHANGIRPURA COMMUNITY HALL,AMEZIA AMUZEMENT PARK,1286,40,14,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1036,KJ31,11,13,End Shuttle,AMEZIA AMUZEMENT PARK,GREENCELL MAGOB DEPOT,1326,37,12.654,2,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1037,KJ32,0,13,Start Shuttle,GREENCELL MAGOB DEPOT,AMEZIA AMUZEMENT PARK,530,6,2.189,1,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1038,KJ32,1,13,13DN,AMEZIA AMUZEMENT PARK,JAHANGIRPURA COMMUNITY HALL,536,40,14,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1039,KJ32,2,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,596,69,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1040,KJ32,3,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,686,68,26,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1041,KJ32,4,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,761,68,25,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1042,KJ32,5,13,13DN,KADODARA,AMEZIA AMUZEMENT PARK,837,28,11,1,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1043,KJ32,6,13,13UP,AMEZIA AMUZEMENT PARK,KADODARA,978,28,12,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1044,KJ32,7,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1056,71,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1045,KJ32,8,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1140,69,25,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1046,KJ32,9,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1237,68,26,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1047,KJ32,10,13,13UP,JAHANGIRPURA COMMUNITY HALL,AMEZIA AMUZEMENT PARK,1307,40,14,2,revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1048,KJ32,11,13,End Shuttle,AMEZIA AMUZEMENT PARK,GREENCELL MAGOB DEPOT,1347,37,12.654,2,Non-revenue trip,GREENCELL 1,AC,BRT,Day service,E-BUS,12,GREENCELL MAGOB DEPOT
1049,KJ4,0,13,Start Shuttle,OLECTRA PALANPUR DEPOT,JAHANGIRPURA COMMUNITY HALL,379,11,3.673,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1050,KJ4,1,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,390,66,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1051,KJ4,2,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,468,71,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1052,KJ4,3,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,566,70,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1053,KJ4,4,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,656,68,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1054,KJ4,5,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,819,69,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1055,KJ4,6,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,918,70,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1056,KJ4,7,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1026,71,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1057,KJ4,8,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1146,69,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1058,KJ4,9,13,End Shuttle,JAHANGIRPURA COMMUNITY HALL,OLECTRA PALANPUR DEPOT,1215,69,23.271,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1059,KJ5,0,13,Start Shuttle,OLECTRA PALANPUR DEPOT,JAHANGIRPURA COMMUNITY HALL,389,11,3.673,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1060,KJ5,1,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,400,67,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1061,KJ5,2,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,476,71,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1062,KJ5,3,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,578,70,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1063,KJ5,4,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,668,68,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1064,KJ5,5,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,833,69,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1065,KJ5,6,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,928,70,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1066,KJ5,7,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1038,71,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1067,KJ5,8,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1158,69,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1068,KJ5,9,13,End Shuttle,JAHANGIRPURA COMMUNITY HALL,OLECTRA PALANPUR DEPOT,1227,69,23.271,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1069,KJ6,0,13,Start Shuttle,OLECTRA PALANPUR DEPOT,JAHANGIRPURA COMMUNITY HALL,399,11,3.673,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1070,KJ6,1,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,410,67,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1071,KJ6,2,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,494,71,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1072,KJ6,3,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,602,69,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1073,KJ6,4,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,694,68,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1074,KJ6,5,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,848,69,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1075,KJ6,6,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,938,70,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1076,KJ6,7,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1044,71,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1077,KJ6,8,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1164,69,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1078,KJ6,9,13,End Shuttle,JAHANGIRPURA COMMUNITY HALL,OLECTRA PALANPUR DEPOT,1233,69,23.271,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1079,KJ7,0,13,Start Shuttle,OLECTRA PALANPUR DEPOT,JAHANGIRPURA COMMUNITY HALL,409,11,3.673,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1080,KJ7,1,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,420,68,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1081,KJ7,2,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,506,71,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1082,KJ7,3,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,614,69,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1083,KJ7,4,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,710,68,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1084,KJ7,5,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,873,70,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1085,KJ7,6,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,958,70,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1086,KJ7,7,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,1059,71,25,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1087,KJ7,8,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,1170,69,26,2,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1088,KJ7,9,13,End Shuttle,JAHANGIRPURA COMMUNITY HALL,OLECTRA PALANPUR DEPOT,1239,69,23.271,2,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1089,KJ8,0,13,Start Shuttle,OLECTRA PALANPUR DEPOT,JAHANGIRPURA COMMUNITY HALL,417,11,3.673,1,Non-revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1090,KJ8,1,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,428,68,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1091,KJ8,2,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,525,71,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1092,KJ8,3,13,13UP,JAHANGIRPURA COMMUNITY HALL,KADODARA,632,69,25,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
1093,KJ8,4,13,13DN,KADODARA,JAHANGIRPURA COMMUNITY HALL,738,68,26,1,revenue trip,EVEY TRANS(SMC) PVT LTD,Non - AC,BRT,Day service,E-BUS,12,OLECTRA PALANPUR DEPOT
